id,code,name
co_diagnosis_Q891,Q891,Malformaciones Congenitas De La Glandula Suprarr
co_diagnosis_Q892,Q892,Malformaciones Congenitas De Otras Glandulas End
co_diagnosis_Q893,Q893,Situs Inversus
co_diagnosis_Q894,Q894,Gemelos Siameses
co_diagnosis_Q897,Q897,Malformaciones Congenitas Multiples No Clasific
co_diagnosis_Q898,Q898,Otras Malformaciones Congenitas Especificadas
co_diagnosis_Q899,Q899,Malformacion Congenita No Especificada
co_diagnosis_Q90,Q90,Sindrome De Down
co_diagnosis_Q900,Q900,Trisomia 21 Por Falta De Disyuncion Meiotica
co_diagnosis_Q901,Q901,Trisomia 21 Mosaico (Por Falta De Disyuncion Mi
co_diagnosis_Q902,Q902,Trisomia 21 Por Translocacion
co_diagnosis_Q909,Q909,Sindrome De Down No Especificado
co_diagnosis_Q91,Q91,Sindrome De Edwards Y Sindrome De Patau
co_diagnosis_Q910,Q910,Trisomia 18 Por Falta De Disyuncion Meiotica
co_diagnosis_Q911,Q911,Trisomia 18 Mosaico (Por Falta De Disyuncion Mi
co_diagnosis_Q912,Q912,Trisomia 18 Por Translocacion
co_diagnosis_Q913,Q913,Sindrome De Edwards No Especificado
co_diagnosis_Q914,Q914,Trisomia 13 Por Falta De Disyuncion Meiotica
co_diagnosis_Q915,Q915,Trisomia 13 Mosaico (Por Falta De Disyuncion Mi
co_diagnosis_Q916,Q916,Trisomia 13 Por Translocacion
co_diagnosis_Q917,Q917,Sindrome De Patau No Especificado
co_diagnosis_Q92,Q92,Otras Trisomias Y Trisomias Parciales De Los Aut
co_diagnosis_Q920,Q920,Trisomia De Un Cromosoma Completo Por Falta De
co_diagnosis_Q921,Q921,Trisomia De Cromosoma Completo Mosaico (Falta D
co_diagnosis_Q922,Q922,Trisomia Parcial Mayor
co_diagnosis_Q923,Q923,Trisomia Parcial Menor
co_diagnosis_Q924,Q924,Duplicaciones Visibles Solo En La Prometafase
co_diagnosis_Q925,Q925,Duplicaciones Con Otros Reordenamientos Complejo
co_diagnosis_Q926,Q926,Cromosomas Marcadores Suplementarios
co_diagnosis_Q927,Q927,Triploidia Y Poliploidia
co_diagnosis_Q928,Q928,Otras Trisomias Y Trisomias Parciales De Los Aut
co_diagnosis_Q929,Q929,Trisomia Y Trisomia Parcial De Los Autosomas Si
co_diagnosis_Q93,Q93,Monosomias Y Supresiones De Los Autosomas No Cl
co_diagnosis_Q930,Q930,Monosomia Completa De Un Cromosoma Por Falta De
co_diagnosis_Q931,Q931,Monosomia Completa De Cromosoma Mosaico (Falta
co_diagnosis_Q932,Q932,Cromosoma Reemplazado Por Anillo O Dicentrico
co_diagnosis_Q933,Q933,Supresion Del Brazo Corto Del Cromosoma 4
co_diagnosis_Q934,Q934,Supresion Del Brazo Corto Del Cromosoma 5
co_diagnosis_Q935,Q935,Otras Supresiones De Parte De Un Cromosoma
co_diagnosis_Q936,Q936,Supresiones Visibles Solo En La Prometafase
co_diagnosis_Q937,Q937,Supresiones Con Otros Reordenamientos Complejos
co_diagnosis_Q938,Q938,Otras Supresiones De Los Autosomas
co_diagnosis_Q939,Q939,Supresion De Los Autosomas No Especificada
co_diagnosis_Q95,Q95,Reordenamientos Equilibrados Y Marcadores Estruc
co_diagnosis_Q950,Q950,Translocacion Equilibrada E Insercion En Individ
co_diagnosis_Q951,Q951,Inversion Cromosomica En Individuo Normal
co_diagnosis_Q952,Q952,Reordenamiento Autosomico Equilibrado En Individ
co_diagnosis_Q953,Q953,Reordenamiento Autosomico/Sexual Equilibrado En
co_diagnosis_Q954,Q954,Individuos Con Heterocromatina Marcadora
co_diagnosis_Q955,Q955,Individuos Con Sitio Fragil Autosomico
co_diagnosis_Q958,Q958,Otros Reordenamientos Equilibrados Y Marcadores
co_diagnosis_Q959,Q959,Reordenamiento Equilibrado Y Marcador Estructura
co_diagnosis_Q96,Q96,Sindrome De Turner
co_diagnosis_Q960,Q960,Cariotipo 45X
co_diagnosis_Q961,Q961,Cariotipo 46X Iso (Xq)
co_diagnosis_Q962,Q962,Cariotipo 46X Con Cromosoma Sexual Anormal Exce
co_diagnosis_Q963,Q963,Mosaico 45X/46Xx O Xy
co_diagnosis_Q964,Q964,Mosaico 45X/Otra(S) Linea(S) Celular(Es) Con Cr
co_diagnosis_Q968,Q968,Otras Variantes Del Sindrome De Turner
co_diagnosis_Q969,Q969,Sindrome De Turner No Especificado
co_diagnosis_Q97,Q97,Otras Anomalias De Cromosomas Sexuales Con Feno
co_diagnosis_Q970,Q970,Cariotipo 47Xxx
co_diagnosis_Q971,Q971,Mujer Con Mas De Tres Cromosomas X
co_diagnosis_Q972,Q972,Mosaico Lineas Con Numero Variable De Cromosoma
co_diagnosis_Q973,Q973,Mujer Con Cariotipo 46Xy
co_diagnosis_Q978,Q978,Otras Anomalias De Cromosomas Sexuales Con Feno
co_diagnosis_Q979,Q979,Anomalia De Los Cromosomas Sexuales Con Fenotip
co_diagnosis_Q98,Q98,Otras Anomalias De Cromosomas Sexuales Con Fenot
co_diagnosis_Q980,Q980,Sindrome De Klinefelter Cariotipo 47Xxy
co_diagnosis_Q981,Q981,Sindrome De Klinefelter Hombre Con Mas De Dos C
co_diagnosis_Q982,Q982,Sindrome De Klinefelter Hombre Con Cariotipo 46
co_diagnosis_Q983,Q983,Otro Hombre Con Cariotipo 46Xx
co_diagnosis_Q984,Q984,Sindrome De Klinefelter No Especificado
co_diagnosis_Q985,Q985,Cariotipo 47Xyy
co_diagnosis_Q986,Q986,Hombre Con Cromosoma Sexual Estructuralmente Ano
co_diagnosis_Q987,Q987,Hombre Con Mosaico De Cromosomas Sexuales
co_diagnosis_Q988,Q988,Otras Anomalias De Cromosomas Sexuales Con Feno
co_diagnosis_Q989,Q989,Anomalia De Los Cromosomas Sexuales Fenotipo Ma
co_diagnosis_Q99,Q99,Otras Anomalias Cromosomicas No Clasificadas En
co_diagnosis_Q990,Q990,Quimera 46Xx/46Xy
co_diagnosis_Q991,Q991,Hermafrodita Verdadero 46Xx
co_diagnosis_Q992,Q992,Cromosoma X Fragil
co_diagnosis_Q998,Q998,Otras Anomalias De Los Cromosomas Especificadas
co_diagnosis_Q999,Q999,Anomalia Cromosomica No Especificada
co_diagnosis_R00,R00,Anormalidades Del Latido Cardiaco
co_diagnosis_R000,R000,Taquicardia No Especificada
co_diagnosis_R001,R001,Bradicardia No Especificada
co_diagnosis_R002,R002,Palpitaciones
co_diagnosis_R008,R008,Otras Anormalidades Del Latido Cardiaco Y Las No
co_diagnosis_R01,R01,Soplos Y Otros Sonidos Cardiacos
co_diagnosis_R010,R010,Soplos Cardiacos Benignos O Inocentes
co_diagnosis_R011,R011,Soplo Cardiaco No Especificado
co_diagnosis_R012,R012,Otros Sonidos Cardiacos
co_diagnosis_R02,R02,Gangrena No Clasificada En Otra Parte
co_diagnosis_R03,R03,Lectura De Presion Sanguinea Anormal Sin Diagno
co_diagnosis_R030,R030,Lectura Elevada De La Presion Sanguinea Sin Diag
co_diagnosis_R031,R031,Lectura De Presion Baja No Especifica
co_diagnosis_R04,R04,Hemorragias De Las Vias Respiratorias
co_diagnosis_R040,R040,Epistaxis
co_diagnosis_R041,R041,Hemorragia De La Garganta
co_diagnosis_R042,R042,Hemoptisis
co_diagnosis_R048,R048,Hemorragia De Otros Sitios De Las Vias Respirato
co_diagnosis_R049,R049,Hemorragia De Las Vias Respiratorias No Especif
co_diagnosis_R05,R05,Tos
co_diagnosis_R06,R06,Anormalidades De La Respiracion
co_diagnosis_R060,R060,Disnea
co_diagnosis_R061,R061,Estridor
co_diagnosis_R062,R062,Silbido
co_diagnosis_R063,R063,Respiracion Periodica
co_diagnosis_R064,R064,Hiperventilacion
co_diagnosis_R065,R065,Respiracion Con La Boca
co_diagnosis_R066,R066,Hipo
co_diagnosis_R067,R067,Estornudo
co_diagnosis_R068,R068,Otras Anormalidades De La Respiracion Y Las No E
co_diagnosis_R07,R07,Dolor De Garganta Y En El Pecho
co_diagnosis_R070,R070,Dolor De Garganta
co_diagnosis_R071,R071,Dolor En El Pecho Al Respirar
co_diagnosis_R072,R072,Dolor Precordial
co_diagnosis_R073,R073,Otros Dolores En El Pecho
co_diagnosis_R074,R074,Dolor En El Pecho No Especificado
co_diagnosis_R09,R09,Otros Sintomas Y Signos Que Involucran Los Siste
co_diagnosis_R090,R090,Asfixia
co_diagnosis_R091,R091,Pleuresia
co_diagnosis_R092,R092,Paro Respiratorio
co_diagnosis_R093,R093,Esputo Anormal
co_diagnosis_R098,R098,Otros Sintomas Y Signos Especificados Que Involu
co_diagnosis_R10,R10,Dolor Abdominal Y Pelvico
co_diagnosis_R100,R100,Abdomen Agudo
co_diagnosis_R101,R101,Dolor Abdominal Localizado En Parte Superior
co_diagnosis_R102,R102,Dolor Pelvico Y Perineal
co_diagnosis_R103,R103,Dolor Localizado En Otras Partes Inferiores Del
co_diagnosis_R104,R104,Otros Dolores Abdominales Y Los No Especificados
co_diagnosis_R11,R11,Nausea Y Vomito
co_diagnosis_R12,R12,Acidez
co_diagnosis_R13,R13,Disfagia
co_diagnosis_R14,R14,Flatulencia Y Afecciones Afines
co_diagnosis_R15,R15,Incontinencia Fecal
co_diagnosis_R16,R16,Hepatomegalia Y Esplenomegalia No Clasificadas
co_diagnosis_R160,R160,Hepatomegalia No Clasificada En Otra Parte
co_diagnosis_R161,R161,Esplenomegalia No Clasificada En Otra Parte
co_diagnosis_R162,R162,Hepatomegalia Con Esplenomegalia No Clasificada
co_diagnosis_R17,R17,Ictericia No Especificada
co_diagnosis_R18,R18,Ascitis
co_diagnosis_R19,R19,Otr Sintomas Y Signos Que Involucran El Sistema
co_diagnosis_R190,R190,Tumefaccion Masa O Prominencia Intraabdominal Y
co_diagnosis_R191,R191,Sonidos Intestinales Anormales
co_diagnosis_R192,R192,Peristalsis Visible
co_diagnosis_R193,R193,Rigidez Abdominal
co_diagnosis_R194,R194,Cambios En Los Habitos Intestinales
co_diagnosis_R195,R195,Otras Anormalidades Fecales
co_diagnosis_R196,R196,Halitosis
co_diagnosis_R198,R198,Otros Sintomas Y Signos Especificados Que Involu
co_diagnosis_R20,R20,Alteraciones De La Sensibilidad Cutanea
co_diagnosis_R200,R200,Anestesia De La Piel
co_diagnosis_R201,R201,Hipoestesia De La Piel
co_diagnosis_R202,R202,Parestesia De La Piel
co_diagnosis_R203,R203,Hiperestesia
co_diagnosis_R208,R208,Otras Alteraciones De La Sensibilidad Cutanea Y
co_diagnosis_R21,R21,Salpullido Y Otras Erupciones Cutaneas No Especi
co_diagnosis_R22,R22,Tumefaccion Masa O Prominencia De Piel Y Del Te
co_diagnosis_R220,R220,Tumefaccion Masa O Prominencia Localizada En La
co_diagnosis_R221,R221,Tumefaccion Masa O Prominencia Localizada En El
co_diagnosis_R222,R222,Tumefaccion Masa O Prominencia Localizada En El
co_diagnosis_R223,R223,Tumefaccion Masa O Prominencia Localizada En El
co_diagnosis_R224,R224,Tumefaccion Masa O Prominencia Localizada En El
co_diagnosis_R227,R227,Tumefaccion Masa O Prominencia Localizada En Si
co_diagnosis_R229,R229,Tumefaccion Masa O Prominencia Localizada En Pa
co_diagnosis_R23,R23,Otros Cambios En La Piel
co_diagnosis_R230,R230,Cianosis
co_diagnosis_R231,R231,Palidez
co_diagnosis_R232,R232,Rubor
co_diagnosis_R233,R233,Equimosis Espontanea
co_diagnosis_R234,R234,Cambios En La Textura De La Piel
co_diagnosis_R238,R238,Otros Cambios De La Piel Y Los No Especificados
co_diagnosis_R25,R25,Movimientos Involuntarios Anormales
co_diagnosis_R250,R250,Movimientos Anormales De La Cabeza
co_diagnosis_R251,R251,Temblor No Especificado
co_diagnosis_R252,R252,Calambres Y Espasmos
co_diagnosis_R253,R253,Fasciculacion
co_diagnosis_R258,R258,Otros Movimientos Anormales Involuntarios Y Los
co_diagnosis_R26,R26,Anormalidades De La Marcha Y De La Movilidad
co_diagnosis_R260,R260,Marcha Ataxica
co_diagnosis_R261,R261,Marcha Paralitica
co_diagnosis_R262,R262,Dificultad Para Caminar No Clasificada En Otra
co_diagnosis_R268,R268,Otras Anormalidades De La Marcha Y De La Movilid
co_diagnosis_R27,R27,Otras Fallas De Coordinacion
co_diagnosis_R270,R270,Ataxia No Especificada
co_diagnosis_R278,R278,Otras Fallas De La Coordinacion Y Las No Especif
co_diagnosis_R29,R29,Otros Sintomas Y Signos Que Involucran Los Siste
co_diagnosis_R290,R290,Tetania
co_diagnosis_R291,R291,Meningismo
co_diagnosis_R292,R292,Reflejos Anormales
co_diagnosis_R293,R293,Postura Anormal
co_diagnosis_R294,R294,Chasquido De La Cadera
co_diagnosis_R298,R298,Otros Sintomas Y Signos Que Involucran Los Siste
co_diagnosis_R30,R30,Dolor Asociado Con La Miccion
co_diagnosis_R300,R300,Disuria
co_diagnosis_R301,R301,Tenesmo Vesical
co_diagnosis_R309,R309,Miccion Dolorosa No Especificada
co_diagnosis_R31,R31,Hematuria No Especificada
co_diagnosis_R32,R32,Incontinencia Urinaria No Especificada
co_diagnosis_R33,R33,Retencion De Orina
co_diagnosis_R34,R34,Anuria Y Oliguria
co_diagnosis_R35,R35,Poliuria
co_diagnosis_R36,R36,Descarga Uretral
co_diagnosis_R39,R39,Otros Sintomas Y Signos Que Involucran El Sistem
co_diagnosis_R390,R390,Extravasacion De La Orina
co_diagnosis_R391,R391,Otras Dificultades De La Miccion
co_diagnosis_R392,R392,Uremia Extrarrenal
co_diagnosis_R398,R398,Otros Sintomas Y Signos Que Involucran El Sistem
co_diagnosis_R40,R40,Somnolencia Estupor Y Coma
co_diagnosis_R400,R400,Somnolencia
co_diagnosis_R401,R401,Estupor
co_diagnosis_R402,R402,Coma No Especificado
co_diagnosis_R41,R41,Otros Sintomas Y Signos Que Involucran La Funcio
co_diagnosis_R410,R410,Desorientacion No Especificada
co_diagnosis_R411,R411,Amnesia Anterograda
co_diagnosis_R412,R412,Amnesia Retrograda
co_diagnosis_R413,R413,Otra Amnesia
co_diagnosis_R418,R418,Otros Sintomas Y Signos Que Involucran La Funcio
co_diagnosis_R42,R42,Mareo Y Desvanecimiento
co_diagnosis_R43,R43,Trastornos Del Olfato Y Del Gusto
co_diagnosis_R430,R430,Anosmia
co_diagnosis_R431,R431,Parosmia
co_diagnosis_R432,R432,Parageusia
co_diagnosis_R438,R438,Otras Alteraciones Del Gusto Y Del Olfato Y Las
co_diagnosis_R44,R44,Otr Sintomas Y Signos Que Involucran Sensaciones
co_diagnosis_R440,R440,Alucinaciones Auditivas
co_diagnosis_R441,R441,Alucinaciones Visuales
co_diagnosis_R442,R442,Otras Alucinaciones
co_diagnosis_R443,R443,Alucinaciones No Especificadas
co_diagnosis_R448,R448,Otros Sintomas Y Signos Que Involucran Las Sensa
co_diagnosis_R45,R45,Sintomas Y Signos Que Involucran El Estado Emoci
co_diagnosis_R450,R450,Nerviosismo
co_diagnosis_R451,R451,Inquietud Y Agitacion
co_diagnosis_R452,R452,Infelicidad
co_diagnosis_R453,R453,Desmoralizacion Y Apatia
co_diagnosis_R454,R454,Irritabilidad Y Enojo
co_diagnosis_R455,R455,Hostilidad
co_diagnosis_R456,R456,Violencia Fisica
co_diagnosis_R457,R457,Tension Y Estado De Choque Emocional No Especif
co_diagnosis_R458,R458,Otros Sintomas Y Signos Que Involucran El Estado
co_diagnosis_R46,R46,Sintomas Y Signos Que Involucran La Apariencia Y
co_diagnosis_R460,R460,Muy Bajo Nivel De Higiene Personal
co_diagnosis_R461,R461,Apariencia Personal Extraña
co_diagnosis_R462,R462,Conducta Extraña E Inexplicable
co_diagnosis_R463,R463,Hiperactividad
co_diagnosis_R464,R464,Lentitud Y Pobre Respuesta
co_diagnosis_R465,R465,Suspicacia Y Evasividad Marcadas
co_diagnosis_R466,R466,Preocupacion Indebida Por Sucesos Que Causan Ten
co_diagnosis_R467,R467,Verbosidad Y Detalles Circunstanciales Que Oscur
co_diagnosis_R468,R468,Otros Sintomas Y Signos Que Involucran La Aparie
co_diagnosis_R47,R47,Alteraciones Del Habla No Clasificadas En Otra
co_diagnosis_R470,R470,Disfasia Y Afasia
co_diagnosis_R471,R471,Disartria Y Anartria
co_diagnosis_R478,R478,Otras Alteraciones Del Habla Y Las No Especifica
co_diagnosis_R48,R48,Dislexia Y Otras Disfunciones Simbolicas No Cla
co_diagnosis_R480,R480,Dislexia Y Alexia
co_diagnosis_R481,R481,Agnosia
co_diagnosis_R482,R482,Apraxia
co_diagnosis_R488,R488,Otras Disfunciones Simbolicas Y Las No Especific
co_diagnosis_R49,R49,Alteraciones De La Voz
co_diagnosis_R490,R490,Disfonia
co_diagnosis_R491,R491,Afonia
co_diagnosis_R492,R492,Hipernasalidad E Hiponasalidad
co_diagnosis_R498,R498,Otras Alteraciones De La Voz Y Las No Especifica
co_diagnosis_R50,R50,Fiebre De Origen Desconocido
co_diagnosis_R500,R500,Fiebre Con Escalofrio
co_diagnosis_R501,R501,Fiebre Persistente
co_diagnosis_R509,R509,Fiebre No Especificada
co_diagnosis_R51,R51,Cefalea
co_diagnosis_R52,R52,Dolor No Clasificado En Otra Parte
co_diagnosis_R520,R520,Dolor Agudo
co_diagnosis_R521,R521,Dolor Cronico Intratable
co_diagnosis_R522,R522,Otro Dolor Cronico
co_diagnosis_R529,R529,Dolor No Especificado
co_diagnosis_R53,R53,Malestar Y Fatiga
co_diagnosis_R54,R54,Senilidad
co_diagnosis_R55,R55,Sincope Y Colapso
co_diagnosis_R56,R56,Convulsiones No Clasificadas En Otra Parte
co_diagnosis_R560,R560,Convulsiones Febriles
co_diagnosis_R568,R568,Otras Convulsiones Y Las No Especificadas
co_diagnosis_R57,R57,Choque No Clasificado En Otra Parte
co_diagnosis_R570,R570,Choque Cardiogenico
co_diagnosis_R571,R571,Choque Hipovolemico
co_diagnosis_R578,R578,Otras Formas De Choque
co_diagnosis_R579,R579,Choque No Especificado
co_diagnosis_R58,R58,Hemorragia No Clasificada En Otra Parte
co_diagnosis_R59,R59,Adenomegalia
co_diagnosis_R590,R590,Adenomegalia Localizada
co_diagnosis_R591,R591,Adenomegalia Generalizada
co_diagnosis_R599,R599,Adenomegalia No Especificada
co_diagnosis_R60,R60,Edema No Clasificado En Otra Parte
co_diagnosis_R600,R600,Edema Localizado
co_diagnosis_R601,R601,Edema Generalizado
co_diagnosis_R609,R609,Edema No Especificado
co_diagnosis_R61,R61,Hiperhidrosis
co_diagnosis_R610,R610,Hiperhidrosis Localizada
co_diagnosis_R611,R611,Hiperhidrosis Generalizada
co_diagnosis_R619,R619,Hiperhidrosis No Especificada
co_diagnosis_R62,R62,Falta Del Desarrollo Fisiologico Normal Esperado
co_diagnosis_R620,R620,Retardo Del Desarrollo
co_diagnosis_R628,R628,Otras Faltas Del Desarrollo Fisiologico Normal E
co_diagnosis_R629,R629,Falta Del Desarrollo Fisiologico Normal Esperado
co_diagnosis_R63,R63,Sintomas Y Signos Concernientes A La Alimentacio
co_diagnosis_R630,R630,Anorexia
co_diagnosis_R631,R631,Polidipsia
co_diagnosis_R632,R632,Polifagia
co_diagnosis_R633,R633,Dificultades Y Mala Administracion De La Aliment
co_diagnosis_R634,R634,Perdida Anormal De Peso
co_diagnosis_R635,R635,Aumento Anormal De Peso
co_diagnosis_R638,R638,Otros Sintomas Y Signos Concernientes A La Alime
co_diagnosis_R64,R64,Caquexia
co_diagnosis_R68,R68,Otros Sintomas Y Signos Generales
co_diagnosis_R680,R680,Hipotermia No Asociada Con Baja Temperatura Del
co_diagnosis_R681,R681,Sintomas No Especificos Propios De La Infancia
co_diagnosis_R682,R682,Boca Seca No Especificada
co_diagnosis_R683,R683,Dedos De La Mano Deformes
co_diagnosis_R688,R688,Otros Sintomas Y Signos Generales Especificados
co_diagnosis_R69,R69,Causas De Morbilidad Desconocidas Y No Especific
co_diagnosis_R70,R70,Velocidad De Eritrosedimentacion Elevada Y Otras
co_diagnosis_R700,R700,Velocidad De Eritrosedimentacion Elevada
co_diagnosis_R701,R701,Viscosidad Plasmatica Anormal
co_diagnosis_R71,R71,Anormalidad De Los Eritrocitos
co_diagnosis_R72,R72,Anormalidades De Los Leucocitos No Clasificadas
co_diagnosis_R73,R73,Nivel Elevado De Glucosa En Sangre
co_diagnosis_R730,R730,Anormalidades En La Prueba De Tolerancia A La Gl
co_diagnosis_R739,R739,Hiperglicemia No Especificada
co_diagnosis_R74,R74,Nivel Anormal De Enzimas En Suero
co_diagnosis_R740,R740,Elevacion De Niveles De Transaminasas O Deshidro
co_diagnosis_R748,R748,Niveles Anormales De Otras Enzimas En Suero
co_diagnosis_R749,R749,Nivel Anormal De Enzimas En Suero No Especifica
co_diagnosis_R75,R75,Evidencias De Laboratorio Del Virus De Inmunodef
co_diagnosis_R76,R76,Otros Hallazgos Inmunologicos Anormales En Suero
co_diagnosis_R760,R760,Titulacion Elevada De Anticuerpos
co_diagnosis_R761,R761,Reaccion Anormal A La Prueba Con Tuberculina
co_diagnosis_R762,R762,Falso Positivo En La Prueba Serologica Para Sifi
co_diagnosis_R768,R768,Otros Hallazgos Inmunologicos Anormales Especifi
co_diagnosis_R769,R769,Hallazgos Inmunologicos Anormales No Especificad
co_diagnosis_R77,R77,Otras Anormalidades De Las Proteinas Plasmaticas
co_diagnosis_R770,R770,Anormalidad De La Albumina
co_diagnosis_R771,R771,Anormalidad De La Globulina
co_diagnosis_R772,R772,Anormalidad De La Alfafetoproteina
co_diagnosis_R778,R778,Otras Anormalidades Especificadas De Las Protein
co_diagnosis_R779,R779,Anormalidades No Especificadas De Las Proteinas
co_diagnosis_R78,R78,Hallazgo De Drogas Y Otras Sustancias Que Normal
co_diagnosis_R780,R780,Hallazgo De Alcohol En La Sangre
co_diagnosis_R781,R781,Hallazgo De Drogas Opiaceas En La Sangre
co_diagnosis_R782,R782,Hallazgo De Cocaina En La Sangre
co_diagnosis_R783,R783,Hallazgo De Alucinogenos En La Sangre
co_diagnosis_R784,R784,Hallazgo De Otras Drogas Potencialmente Adictiva
co_diagnosis_R785,R785,Hallazgo De Drogas Psicotropicas En La Sangre
co_diagnosis_R786,R786,Hallazgo De Agentes Esteroides En La Sangre
co_diagnosis_R787,R787,Hallazgo De Niveles Anormales De Metales Pesados
co_diagnosis_R788,R788,Hallazgo De Otras Sustancias Especificdas Que No
co_diagnosis_R789,R789,Hallazgo De Sustancias No Especificadas Que Norm
co_diagnosis_R79,R79,Otros Hallazgos Anormales En La Quimica Sanguine
co_diagnosis_R790,R790,Nivel Anormal De Mineral En La Sangre
co_diagnosis_R798,R798,Otros Hallazgos Anormales Especificados En La Qu
co_diagnosis_R799,R799,Hallazgo Anormal En La Quimica Sanguinea Sin Ot
co_diagnosis_R80,R80,Proteinuria Aislada
co_diagnosis_R81,R81,Glucosuria
co_diagnosis_R82,R82,Otros Hallazgos Anormales En La Orina
co_diagnosis_R820,R820,Quiluria
co_diagnosis_R821,R821,Mioglobinuria
co_diagnosis_R822,R822,Biliuria
co_diagnosis_R823,R823,Hemoglobinuria
co_diagnosis_R824,R824,Acetonuria
co_diagnosis_R825,R825,Elevacion De Niveles De Drogas Medicamentos Y S
co_diagnosis_R826,R826,Niveles Anormales En Orina De Sustancias De Orig
co_diagnosis_R827,R827,Hallazgos Anormales En El Examen Microbiologico
co_diagnosis_R828,R828,Hallazgos Anormales En El Examen Citologico E Hi
co_diagnosis_R829,R829,Otros Hallazgos Anormales En La Orina Y Los No E
co_diagnosis_R83,R83,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R830,R830,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R831,R831,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R832,R832,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R833,R833,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R834,R834,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R835,R835,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R836,R836,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R837,R837,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R838,R838,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R839,R839,Hallazgos Anormales En El Liquido Cefalorraquide
co_diagnosis_R84,R84,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R840,R840,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R841,R841,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R842,R842,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R843,R843,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R844,R844,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R845,R845,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R846,R846,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R847,R847,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R848,R848,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R849,R849,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R85,R85,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R850,R850,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R851,R851,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R852,R852,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R853,R853,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R854,R854,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R855,R855,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R856,R856,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R857,R857,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R858,R858,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R859,R859,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R86,R86,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R860,R860,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R861,R861,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R862,R862,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R863,R863,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R864,R864,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R865,R865,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R866,R866,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R867,R867,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R868,R868,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R869,R869,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R87,R87,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R870,R870,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R871,R871,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R872,R872,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R873,R873,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R874,R874,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R875,R875,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R876,R876,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R877,R877,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R878,R878,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R879,R879,Hallazgos Anormales En Muestras Tomadas De Organ
co_diagnosis_R89,R89,Hallazgos Anormales En Muestras Tomadas De Otros
